股票代码,出现粘合日期,订单状态,进场日期,是否有平半仓,进场价格,出场日期,出场价格, 利润
600808,2014-06-12,止损出场,2014-06-17,False,1.56,2014-06-18,1.54,-0.020000000000000018
600569,2013-02-04,未进场就被达到止损位置出场,,False,2.29,,0,0
600808,2014-06-12,止损出场,2014-06-17,False,1.56,2014-06-18,1.54,-0.020000000000000018
600532,2013-12-18,"观望,未进场",,False,7.78,,0,0
600569,2013-01-24,未进场就被达到止损位置出场,,False,2.29,,0,0
600808,2014-06-11,止损出场,2014-06-16,False,1.56,2014-06-18,1.54,-0.020000000000000018
600569,2013-01-24,未进场就被达到止损位置出场,,False,2.29,,0,0
600532,2013-12-17,"观望,未进场",,False,7.74,,0,0
600808,2014-06-10,止损出场,2014-06-13,False,1.56,2014-06-18,1.54,-0.020000000000000018
600808,2014-06-09,止损出场,2014-06-12,False,1.56,2014-06-13,1.54,-0.020000000000000018
600569,2012-06-20,"观望,未进场",,False,2.54,,0,0
600532,2013-10-21,"观望,未进场",,False,8.68,,0,0
600808,2014-06-05,止损出场,2014-06-10,False,1.56,2014-06-12,1.54,-0.020000000000000018
600569,2012-03-14,未进场就被达到止损位置出场,,False,2.97,,0,0
600532,2013-07-29,压到红线止损出场,2013-08-01,True,7.93,2013-08-19,8.455625000000001,0.5256250000000016
600808,2014-06-05,止损出场,2014-06-10,False,1.56,2014-06-12,1.54,-0.020000000000000018
600532,2011-08-29,止损出场,2011-09-01,False,14.13,2011-09-02,13.33,-0.8000000000000007
600569,2012-02-08,压到红线止损出场,2012-02-13,True,2.81,2012-03-06,2.9062500000000004,0.09625000000000039
600808,2014-06-04,止损出场,2014-06-09,False,1.56,2014-06-10,1.54,-0.020000000000000018
600532,2010-12-22,止损出场,2011-01-04,True,9.57,2011-01-11,9.16,-0.41000000000000014
600569,2012-02-07,压到红线止损出场,2012-02-10,True,2.8,2012-03-06,2.9062500000000004,0.10625000000000062
600808,2014-06-03,未进场就被达到止损位置出场,,False,1.57,,0,0
600532,2010-12-21,止损出场,2011-01-04,True,9.57,2011-01-10,9.28,-0.2900000000000009
600532,2010-12-20,未进场就被达到止损位置出场,,False,9.7,,0,0
600808,2014-05-29,未进场就被达到止损位置出场,,False,1.57,,0,0
600532,2008-09-10,止损出场,2008-09-22,False,3.6,2008-09-23,3.36,-0.2400000000000002
600808,2014-05-29,未进场就被达到止损位置出场,,False,1.57,,0,0
600532,2008-09-09,止损出场,2008-09-22,False,3.6,2008-09-23,3.4,-0.20000000000000018
600808,2014-05-28,止损出场,2014-06-03,False,1.57,2014-06-04,1.55,-0.020000000000000018
600808,2014-05-27,止损出场,2014-05-30,False,1.57,2014-06-03,1.55,-0.020000000000000018
600808,2014-05-26,止损出场,2014-06-27,False,1.58,2014-06-30,1.56,-0.020000000000000018
600808,2014-05-22,未进场就被达到止损位置出场,,False,1.58,,0,0
600808,2014-05-22,未进场就被达到止损位置出场,,False,1.58,,0,0
600808,2014-05-12,止损出场,2014-05-15,False,1.59,2014-05-16,1.55,-0.040000000000000036
600808,2014-04-09,未进场就被达到止损位置出场,,False,1.7,,0,0
600808,2014-04-08,压到红线止损出场,2014-04-11,True,1.66,2014-04-16,1.6514285714285712,-0.008571428571428674
600808,2014-03-26,止损出场,2014-03-31,False,1.65,2014-04-01,1.62,-0.029999999999999805
600808,2014-02-12,止损出场,2014-02-17,True,1.66,2014-02-21,1.63,-0.030000000000000027
600808,2014-01-27,止损出场,2014-01-30,False,1.61,2014-02-07,1.59,-0.020000000000000018
600507,2017-04-19,压到红线止损出场,2017-04-24,True,6.58,2017-04-25,6.905,0.3250000000000002
600808,2014-01-07,未进场就被达到止损位置出场,,False,1.65,,0,0
600507,2016-07-06,压到红线止损出场,2016-07-11,True,5.18,2016-07-19,5.275625,0.09562500000000007
600808,2014-01-06,未进场就被达到止损位置出场,,False,1.68,,0,0
600507,2016-07-05,未进场就被达到止损位置出场,,False,5.37,,0,0
600808,2013-08-08,压到红线止损出场,2013-08-13,True,1.62,2013-08-20,1.6356249999999999,0.015624999999999778
600507,2016-06-27,压到红线止损出场,2016-06-30,True,4.77,2016-07-19,5.275625,0.5056250000000002
600496,2017-03-27,止损出场,2017-03-30,False,4.56,2017-03-31,4.5,-0.05999999999999961
600808,2013-08-08,压到红线止损出场,2013-08-13,True,1.62,2013-08-20,1.6356249999999999,0.015624999999999778
600507,2016-03-30,压到红线止损出场,2016-04-05,True,5.06,2016-04-18,5.410000000000001,0.3500000000000014
600496,2014-08-13,压到红线止损出场,2014-08-18,True,7.34,2014-08-26,7.344999999999999,0.004999999999999005
600808,2013-08-01,压到红线止损出场,2013-08-06,True,1.62,2013-08-20,1.6356249999999999,0.015624999999999778
600507,2016-03-08,未进场就被达到止损位置出场,,False,5.5,,0,0
600496,2014-08-12,压到红线止损出场,2014-08-15,True,7.34,2014-08-26,7.344999999999999,0.004999999999999005
600808,2013-08-01,压到红线止损出场,2013-08-06,True,1.62,2013-08-20,1.6356249999999999,0.015624999999999778
600507,2016-03-02,止损出场,2016-03-07,False,5.15,2016-03-11,4.66,-0.4900000000000002
600496,2014-06-26,压到红线止损出场,2014-07-01,True,6.54,2014-07-09,6.586875,0.046875
600477,2014-04-08,压到红线止损出场,2014-04-11,True,3.95,2014-04-29,5.020000000000001,1.0700000000000012
600808,2013-07-31,压到红线止损出场,2013-08-05,True,1.62,2013-08-20,1.6356249999999999,0.015624999999999778
600507,2015-02-11,压到红线止损出场,2015-02-16,True,5.06,2015-03-04,5.173333333333333,0.11333333333333329
600496,2014-06-26,压到红线止损出场,2014-07-01,True,6.54,2014-07-09,6.586875,0.046875
600477,2014-01-22,压到红线止损出场,2014-01-27,True,3.66,2014-02-21,3.768333333333333,0.10833333333333295
600507,2014-12-29,未进场就被达到止损位置出场,,False,5.69,,0,0
600808,2013-07-30,压到红线止损出场,2013-08-02,True,1.6,2013-08-20,1.6356249999999999,0.035624999999999796
600496,2014-06-25,压到红线止损出场,2014-06-30,True,6.55,2014-07-09,6.586875,0.03687500000000021
600477,2014-01-21,压到红线止损出场,2014-01-24,True,3.64,2014-02-21,3.768333333333333,0.12833333333333297
600507,2014-05-28,未进场就被达到止损位置出场,,False,3.33,,0,0
600808,2013-07-29,压到红线止损出场,2013-08-01,True,1.6,2013-08-20,1.6356249999999999,0.035624999999999796
600496,2014-06-24,未进场就被达到止损位置出场,,False,6.55,,0,0
600477,2014-01-20,压到红线止损出场,2014-01-23,True,3.58,2014-02-07,3.632142857142857,0.052142857142857046
600507,2014-05-13,未进场就被达到止损位置出场,,False,3.49,,0,0
600808,2013-07-17,止损出场,2013-07-25,False,1.64,2013-07-26,1.6,-0.039999999999999813
600477,2013-12-04,未进场就被达到止损位置出场,,False,3.9,,0,0
600507,2014-05-12,止损出场,2014-05-15,False,3.49,2014-05-19,3.31,-0.18000000000000016
600808,2013-07-16,止损出场,2013-07-25,False,1.64,2013-07-26,1.61,-0.029999999999999805
600477,2013-11-19,未进场就被达到止损位置出场,,False,3.75,,0,0
600507,2014-04-23,未进场就被达到止损位置出场,,False,3.52,,0,0
600808,2013-07-15,未进场就被达到止损位置出场,,False,1.65,,0,0
600477,2013-11-18,止损出场,2013-11-21,True,3.74,2013-12-02,3.66,-0.08000000000000007
600507,2014-04-22,未进场就被达到止损位置出场,,False,3.52,,0,0
600808,2013-06-04,"观望,未进场",,False,1.91,,0,0
600477,2013-10-30,压到红线止损出场,2013-11-04,True,3.61,2013-11-06,3.68125,0.07125000000000004
600507,2014-04-21,未进场就被达到止损位置出场,,False,3.57,,0,0
600477,2013-07-29,压到红线止损出场,2013-08-01,True,3.48,2013-08-19,3.601875,0.12187500000000018
600507,2014-04-17,止损出场,2014-05-15,False,3.58,2014-05-16,3.46,-0.1200000000000001
600808,2013-06-03,"观望,未进场",,False,1.92,,0,0
600477,2013-07-15,止损出场,2013-07-23,False,3.58,2013-07-24,3.48,-0.10000000000000009
600399,2014-06-03,未进场就被达到止损位置出场,,False,8.0,,0,0
600507,2014-04-17,止损出场,2014-05-15,False,3.58,2014-05-16,3.46,-0.1200000000000001
600808,2013-05-15,压到红线止损出场,2013-05-20,True,1.91,2013-05-28,1.913125,0.0031250000000000444
600477,2013-07-09,压到红线止损出场,2013-07-12,True,3.43,2013-07-18,3.436875,0.0068749999999999645
600399,2011-04-13,止损出场,2011-04-19,False,8.11,2011-04-26,7.65,-0.4599999999999991
600507,2014-04-16,止损出场,2014-04-21,False,3.51,2014-04-22,3.44,-0.06999999999999984
600808,2013-05-14,未进场就被达到止损位置出场,,False,1.93,,0,0
600477,2013-05-13,未进场就被达到止损位置出场,,False,4.16,,0,0
600808,2013-05-13,未进场就被达到止损位置出场,,False,1.93,,0,0
600507,2014-04-15,止损出场,2014-04-18,False,3.51,2014-04-22,3.44,-0.06999999999999984
600399,2008-11-10,压到红线止损出场,2008-11-13,True,3.28,2008-11-25,3.5237499999999997,0.2437499999999999
600477,2013-02-28,止损出场,2013-03-08,False,4.56,2013-03-11,4.42,-0.13999999999999968
600507,2014-04-14,未进场就被达到止损位置出场,,False,3.55,,0,0
600808,2013-05-02,压到红线止损出场,2013-05-07,True,1.89,2013-05-14,1.8875,-0.0024999999999999467
600477,2013-02-28,止损出场,2013-03-08,False,4.56,2013-03-11,4.42,-0.13999999999999968
600507,2014-04-10,止损出场,2014-04-18,False,3.56,2014-04-21,3.48,-0.08000000000000007
600808,2013-05-02,压到红线止损出场,2013-05-07,True,1.89,2013-05-14,1.8875,-0.0024999999999999467
600477,2013-02-27,止损出场,2013-03-08,False,4.53,2013-03-11,4.41,-0.1200000000000001
600507,2014-04-10,止损出场,2014-04-18,False,3.56,2014-04-21,3.48,-0.08000000000000007
600808,2013-04-16,止损出场,2013-04-19,True,1.89,2013-04-23,1.87,-0.019999999999999796
600307,2017-06-19,未进场就被达到止损位置出场,,False,2.88,,0,0
600477,2013-02-26,止损出场,2013-03-01,False,4.54,2013-03-04,4.41,-0.1299999999999999
600507,2014-04-09,未进场就被达到止损位置出场,,False,3.56,,0,0
600808,2013-04-15,止损出场,2013-04-19,False,1.91,2013-04-23,1.87,-0.039999999999999813
600307,2016-10-18,压到红线止损出场,2016-10-21,True,2.68,2016-10-31,2.6806249999999996,0.0006249999999994316
600477,2013-02-06,止损出场,2013-02-18,False,4.57,2013-02-19,4.42,-0.15000000000000036
600507,2014-02-10,止损出场,2014-02-13,False,3.48,2014-02-24,3.36,-0.1200000000000001
600808,2013-01-31,止损出场,2013-02-05,False,2.16,2013-02-19,2.11,-0.050000000000000266
600307,2016-04-11,止损出场,2016-04-14,False,2.93,2016-04-20,2.82,-0.11000000000000032
600477,2013-01-17,未进场就被达到止损位置出场,,False,4.82,,0,0
600507,2013-11-21,止损出场,2013-11-26,True,3.86,2013-12-02,3.79,-0.06999999999999984
600808,2013-01-31,止损出场,2013-02-05,False,2.16,2013-02-19,2.11,-0.050000000000000266
600307,2016-04-07,止损出场,2016-04-12,False,2.91,2016-04-20,2.75,-0.16000000000000014
600477,2013-01-17,未进场就被达到止损位置出场,,False,4.82,,0,0
600507,2013-11-21,止损出场,2013-11-26,True,3.86,2013-12-02,3.79,-0.06999999999999984
600808,2013-01-30,未进场就被达到止损位置出场,,False,2.18,,0,0
600307,2016-04-07,止损出场,2016-04-12,False,2.91,2016-04-20,2.75,-0.16000000000000014
600477,2013-01-16,未进场就被达到止损位置出场,,False,4.82,,0,0
600507,2013-11-20,未进场就被达到止损位置出场,,False,3.9,,0,0
600808,2013-01-29,未进场就被达到止损位置出场,,False,2.18,,0,0
600307,2016-03-07,未进场就被达到止损位置出场,,False,3.08,,0,0
600477,2013-01-15,止损出场,2013-01-18,False,4.64,2013-01-23,4.45,-0.1899999999999995
600507,2013-11-19,未进场就被达到止损位置出场,,False,3.9,,0,0
600808,2013-01-28,止损出场,2013-01-31,False,2.16,2013-02-01,2.11,-0.050000000000000266
600307,2014-06-19,未进场就被达到止损位置出场,,False,2.02,,0,0
600477,2013-01-14,止损出场,2013-01-17,False,4.58,2013-01-24,4.34,-0.2400000000000002
600507,2013-11-13,压到红线止损出场,2013-11-18,True,3.79,2013-12-02,3.825625,0.03562500000000002
600808,2012-12-12,压到红线止损出场,2012-12-17,True,1.99,2012-12-25,2.000625,0.010624999999999885
600282,2016-11-09,压到红线止损出场,2016-11-14,True,2.68,2016-12-05,2.894375,0.21437499999999998
600307,2014-06-19,未进场就被达到止损位置出场,,False,2.02,,0,0
600477,2012-03-14,未进场就被达到止损位置出场,,False,6.14,,0,0
600507,2013-11-12,未进场就被达到止损位置出场,,False,3.79,,0,0
600808,2012-12-11,压到红线止损出场,2012-12-14,True,2.01,2012-12-25,2.000625,-0.009374999999999911
600282,2016-10-26,未进场就被达到止损位置出场,,False,2.65,,0,0
600307,2014-06-18,未进场就被达到止损位置出场,,False,2.03,,0,0
600477,2012-03-13,未进场就被达到止损位置出场,,False,6.14,,0,0
600507,2013-11-11,压到红线止损出场,2013-11-15,True,3.76,2013-11-18,3.76625,0.006250000000000089
600808,2012-11-27,未进场就被达到止损位置出场,,False,1.96,,0,0
600282,2016-10-25,压到红线止损出场,2016-11-10,True,2.65,2016-11-21,2.665625,0.015625
600477,2012-01-04,未进场就被达到止损位置出场,,False,5.29,,0,0
600307,2014-06-17,压到红线止损出场,2014-06-25,True,2.04,2014-07-09,2.1962499999999996,0.15624999999999956
600507,2013-11-05,未进场就被达到止损位置出场,,False,3.88,,0,0
600808,2012-11-12,未进场就被达到止损位置出场,,False,1.96,,0,0
600282,2016-10-19,止损出场,2016-10-24,False,2.62,2016-10-31,2.57,-0.050000000000000266
600477,2011-07-25,未进场就被达到止损位置出场,,False,7.63,,0,0
600307,2014-06-16,压到红线止损出场,2014-06-25,True,2.05,2014-07-09,2.1962499999999996,0.14624999999999977
600507,2013-10-23,未进场就被达到止损位置出场,,False,3.8,,0,0
600808,2012-09-26,压到红线止损出场,2012-10-08,True,1.87,2012-10-24,1.9462499999999998,0.0762499999999997
600282,2016-10-18,未进场就被达到止损位置出场,,False,2.62,,0,0
600307,2014-06-12,未进场就被达到止损位置出场,,False,2.06,,0,0
600507,2013-10-22,止损出场,2013-10-25,False,3.81,2013-10-29,3.67,-0.14000000000000012
600808,2012-09-11,止损出场,2012-09-14,False,1.96,2012-09-17,1.92,-0.040000000000000036
600282,2016-10-17,压到红线止损出场,2016-10-20,True,2.59,2016-10-24,2.57125,-0.018749999999999822
600307,2014-06-12,未进场就被达到止损位置出场,,False,2.06,,0,0
600507,2013-10-21,止损出场,2013-10-25,False,3.82,2013-10-28,3.74,-0.07999999999999963
600282,2016-06-30,压到红线止损出场,2016-07-05,True,2.37,2016-07-19,2.4531249999999996,0.08312499999999945
600307,2014-06-11,止损出场,2014-06-16,False,2.05,2014-06-17,2.02,-0.029999999999999805
600808,2012-08-09,止损出场,2012-10-25,False,2.06,2012-10-26,2.02,-0.040000000000000036
600507,2013-10-17,未进场就被达到止损位置出场,,False,3.86,,0,0
600282,2016-06-30,压到红线止损出场,2016-07-05,True,2.37,2016-07-19,2.4531249999999996,0.08312499999999945
600307,2014-04-17,止损出场,2014-05-13,False,2.19,2014-05-14,2.14,-0.04999999999999982
600507,2013-10-17,未进场就被达到止损位置出场,,False,3.86,,0,0
600808,2012-08-09,止损出场,2012-10-25,False,2.06,2012-10-26,2.02,-0.040000000000000036
600282,2016-06-29,压到红线止损出场,2016-07-04,True,2.37,2016-07-19,2.4531249999999996,0.08312499999999945
600307,2014-04-17,止损出场,2014-05-13,False,2.19,2014-05-14,2.14,-0.04999999999999982
600808,2012-08-02,止损出场,2012-08-07,False,2.08,2012-08-14,1.99,-0.09000000000000008
600507,2013-10-16,未进场就被达到止损位置出场,,False,3.94,,0,0
600282,2016-06-28,压到红线止损出场,2016-07-01,True,2.37,2016-07-19,2.4531249999999996,0.08312499999999945
600307,2014-04-16,止损出场,2014-05-13,False,2.19,2014-05-14,2.15,-0.040000000000000036
600808,2012-08-02,止损出场,2012-08-07,False,2.08,2012-08-14,1.99,-0.09000000000000008
600507,2013-10-15,未进场就被达到止损位置出场,,False,3.94,,0,0
600282,2016-06-27,压到红线止损出场,2016-06-30,True,2.35,2016-07-19,2.4531249999999996,0.10312499999999947
600307,2014-04-15,止损出场,2014-05-13,False,2.2,2014-05-14,2.17,-0.03000000000000025
600808,2012-08-01,未进场就被达到止损位置出场,,False,2.08,,0,0
600507,2013-09-25,未进场就被达到止损位置出场,,False,4.0,,0,0
600808,2012-07-31,压到红线止损出场,2012-08-03,True,2.01,2012-08-13,2.019375,0.009375000000000355
600307,2013-12-03,止损出场,2013-12-06,False,2.74,2013-12-20,2.64,-0.10000000000000009
600507,2013-07-24,止损出场,2013-07-29,False,3.54,2013-07-30,3.4,-0.14000000000000012
600282,2016-04-13,"观望,未进场",,False,2.9,,0,0
600507,2013-07-23,未进场就被达到止损位置出场,,False,3.54,,0,0
600307,2013-11-27,止损出场,2013-12-04,False,2.74,2013-12-18,2.66,-0.08000000000000007
600808,2012-07-30,止损出场,2012-08-02,False,2.03,2012-08-24,1.96,-0.06999999999999984
600282,2016-04-07,止损出场,2016-04-12,False,2.77,2016-04-20,2.61,-0.16000000000000014
600507,2013-05-13,未进场就被达到止损位置出场,,False,4.23,,0,0
600307,2013-11-26,止损出场,2013-11-29,False,2.7,2013-12-02,2.66,-0.040000000000000036
600282,2016-04-07,止损出场,2016-04-12,False,2.77,2016-04-20,2.61,-0.16000000000000014
600808,2012-06-25,"观望,未进场",,False,2.29,,0,0
600507,2013-04-25,未进场就被达到止损位置出场,,False,4.15,,0,0
600307,2013-10-23,止损出场,2013-12-10,False,2.8,2013-12-11,2.74,-0.05999999999999961
600282,2016-04-06,止损出场,2016-04-11,False,2.77,2016-04-20,2.63,-0.14000000000000012
600808,2012-05-10,止损出场,2012-05-25,False,2.51,2012-05-28,2.46,-0.04999999999999982
600507,2013-04-25,未进场就被达到止损位置出场,,False,4.15,,0,0
600282,2014-10-21,未进场就被达到止损位置出场,,False,2.32,,0,0
600307,2013-10-22,止损出场,2013-12-10,False,2.8,2013-12-11,2.75,-0.04999999999999982
600808,2012-05-10,止损出场,2012-05-25,False,2.51,2012-05-28,2.46,-0.04999999999999982
600507,2013-04-01,未进场就被达到止损位置出场,,False,4.15,,0,0
600282,2014-09-22,压到红线止损出场,2014-09-25,True,2.28,2014-10-13,2.3783333333333334,0.0983333333333336
600808,2012-05-09,止损出场,2012-05-25,False,2.52,2012-05-28,2.47,-0.04999999999999982
600507,2012-11-21,止损出场,2012-11-26,False,3.59,2012-11-27,3.48,-0.10999999999999988
600307,2013-10-21,止损出场,2013-12-10,False,2.8,2013-12-11,2.75,-0.04999999999999982
600282,2014-07-02,未进场就被达到止损位置出场,,False,1.63,,0,0
600507,2012-11-20,未进场就被达到止损位置出场,,False,3.59,,0,0
600307,2013-06-24,未进场就被达到止损位置出场,,False,2.94,,0,0
600808,2012-05-08,"观望,未进场",,False,2.56,,0,0
600282,2014-07-01,止损出场,2014-07-04,False,1.6,2014-07-08,1.58,-0.020000000000000018
600507,2012-11-14,止损出场,2012-12-11,False,3.75,2012-12-12,3.63,-0.1200000000000001
600307,2013-06-03,"观望,未进场",,False,3.14,,0,0
600282,2014-06-30,止损出场,2014-07-03,False,1.6,2014-07-09,1.57,-0.030000000000000027
600808,2012-05-07,"观望,未进场",,False,2.56,,0,0
600507,2012-11-13,止损出场,2012-12-11,False,3.79,2012-12-12,3.65,-0.14000000000000012
600307,2012-10-18,未进场就被达到止损位置出场,,False,3.24,,0,0
600231,2017-04-19,未进场就被达到止损位置出场,,False,3.25,,0,0
600282,2014-06-26,压到红线止损出场,2014-07-01,True,1.59,2014-07-08,1.5862500000000002,-0.00374999999999992
600808,2012-02-08,压到红线止损出场,2012-02-13,True,2.64,2012-03-05,2.730625,0.09062499999999973
600307,2012-10-18,未进场就被达到止损位置出场,,False,3.24,,0,0
600507,2012-11-12,止损出场,2012-12-11,False,3.79,2012-12-12,3.64,-0.1499999999999999
600282,2014-06-26,压到红线止损出场,2014-07-01,True,1.59,2014-07-08,1.5862500000000002,-0.00374999999999992
600231,2016-11-09,压到红线止损出场,2016-11-14,True,2.76,2016-12-05,2.89,0.13000000000000034
600808,2012-02-07,压到红线止损出场,2012-02-10,True,2.64,2012-03-05,2.730625,0.09062499999999973
600307,2012-10-17,压到红线止损出场,2012-10-22,True,3.14,2012-10-26,3.1062499999999997,-0.03375000000000039
600507,2012-11-08,止损出场,2012-11-13,False,3.74,2012-11-16,3.62,-0.1200000000000001
600282,2014-06-25,压到红线止损出场,2014-06-30,True,1.59,2014-07-08,1.5862500000000002,-0.00374999999999992
600231,2016-07-06,止损出场,2016-07-11,False,2.6,2016-07-27,2.4,-0.20000000000000018
600808,2012-02-06,压到红线止损出场,2012-02-09,True,2.63,2012-03-05,2.730625,0.10062499999999996
600507,2012-11-08,止损出场,2012-11-13,False,3.74,2012-11-16,3.62,-0.1200000000000001
600307,2012-10-16,压到红线止损出场,2012-10-19,True,3.1,2012-10-26,3.1062499999999997,0.006249999999999645
600282,2014-06-24,压到红线止损出场,2014-06-27,True,1.59,2014-07-08,1.5862500000000002,-0.00374999999999992
600231,2016-07-05,止损出场,2016-07-08,False,2.6,2016-07-27,2.4,-0.20000000000000018
600507,2012-11-07,止损出场,2012-11-13,False,3.76,2012-11-15,3.65,-0.10999999999999988
600808,2011-11-15,"观望,未进场",,False,3.01,,0,0
600282,2014-06-23,止损出场,2014-06-26,False,1.59,2014-06-27,1.56,-0.030000000000000027
600231,2016-06-08,未进场就被达到止损位置出场,,False,2.46,,0,0
600507,2012-11-06,止损出场,2012-11-13,False,3.76,2012-11-15,3.65,-0.10999999999999988
600808,2011-08-31,未进场就被达到止损位置出场,,False,3.05,,0,0
600282,2014-06-12,压到红线止损出场,2014-06-17,True,1.57,2014-06-18,1.570625,0.0006249999999998757
600231,2014-06-05,止损出场,2014-07-02,False,2.77,2014-07-08,2.72,-0.04999999999999982
600507,2012-10-25,未进场就被达到止损位置出场,,False,3.91,,0,0
600808,2011-08-30,未进场就被达到止损位置出场,,False,3.1,,0,0
600282,2014-06-12,压到红线止损出场,2014-06-17,True,1.57,2014-06-18,1.570625,0.0006249999999998757
600231,2014-06-05,止损出场,2014-07-02,False,2.77,2014-07-08,2.72,-0.04999999999999982
600507,2012-10-25,未进场就被达到止损位置出场,,False,3.91,,0,0
600808,2010-09-01,压到红线止损出场,2010-09-06,True,3.52,2010-09-15,3.63625,0.11624999999999996
600282,2014-06-11,止损出场,2014-06-16,False,1.57,2014-06-20,1.54,-0.030000000000000027
600507,2012-10-18,止损出场,2012-10-23,False,3.74,2012-10-24,3.65,-0.0900000000000003
600231,2014-06-04,止损出场,2014-06-30,False,2.76,2014-07-01,2.71,-0.04999999999999982
600808,2010-04-12,未进场就被达到止损位置出场,,False,4.3,,0,0
600282,2014-06-10,未进场就被达到止损位置出场,,False,1.58,,0,0
600507,2012-10-18,止损出场,2012-10-23,False,3.74,2012-10-24,3.65,-0.0900000000000003
600231,2014-06-03,未进场就被达到止损位置出场,,False,2.78,,0,0
600808,2010-03-17,未进场就被达到止损位置出场,,False,4.32,,0,0
600282,2014-06-04,未进场就被达到止损位置出场,,False,1.6,,0,0
600507,2012-10-17,压到红线止损出场,2012-10-22,True,3.72,2012-10-25,3.6750000000000007,-0.044999999999999485
600231,2014-05-29,止损出场,2014-06-04,False,2.74,2014-06-09,2.69,-0.050000000000000266
600282,2014-06-03,未进场就被达到止损位置出场,,False,1.61,,0,0
600507,2012-10-16,压到红线止损出场,2012-10-19,True,3.69,2012-10-25,3.6750000000000007,-0.014999999999999236
600231,2014-05-29,止损出场,2014-06-04,False,2.74,2014-06-09,2.69,-0.050000000000000266
600282,2014-05-26,未进场就被达到止损位置出场,,False,1.6,,0,0
600507,2012-10-15,压到红线止损出场,2012-10-18,True,3.66,2012-10-22,3.6612500000000003,0.0012500000000001954
600231,2014-05-28,止损出场,2014-06-03,False,2.74,2014-06-09,2.69,-0.050000000000000266
600282,2014-04-21,"观望,未进场",,False,1.73,,0,0
600507,2012-09-10,止损出场,2012-09-13,False,3.96,2012-09-18,3.66,-0.2999999999999998
600231,2014-05-27,未进场就被达到止损位置出场,,False,2.75,,0,0
600282,2014-04-10,未进场就被达到止损位置出场,,False,1.77,,0,0
600507,2012-08-01,未进场就被达到止损位置出场,,False,3.8,,0,0
600231,2014-04-21,未进场就被达到止损位置出场,,False,3.09,,0,0
600282,2014-04-10,未进场就被达到止损位置出场,,False,1.77,,0,0
600165,2016-11-02,未进场就被达到止损位置出场,,False,12.42,,0,0
600231,2013-07-24,未进场就被达到止损位置出场,,False,3.17,,0,0
600507,2012-07-31,压到红线止损出场,2012-08-03,True,3.59,2012-08-15,3.7149999999999994,0.12499999999999956
600282,2014-04-09,止损出场,2014-04-14,False,1.74,2014-04-18,1.7,-0.040000000000000036
600165,2016-11-01,未进场就被达到止损位置出场,,False,12.5,,0,0
600507,2012-05-28,未进场就被达到止损位置出场,,False,4.5,,0,0
600231,2013-07-23,未进场就被达到止损位置出场,,False,3.15,,0,0
600282,2014-03-26,止损出场,2014-04-02,False,1.72,2014-04-03,1.7,-0.020000000000000018
600165,2016-09-28,止损出场,2016-10-10,True,12.46,2016-10-17,12.23,-0.23000000000000043
600231,2013-02-04,未进场就被达到止损位置出场,,False,4.99,,0,0
600507,2012-02-08,止损出场,2012-02-13,False,4.56,2012-02-20,4.27,-0.29000000000000004
600282,2014-03-25,止损出场,2014-03-28,False,1.73,2014-03-31,1.71,-0.020000000000000018
600165,2015-01-14,未进场就被达到止损位置出场,,False,9.83,,0,0
600231,2012-10-15,压到红线止损出场,2012-10-18,True,3.79,2012-10-19,3.782,-0.008000000000000007
600507,2012-02-07,止损出场,2012-02-10,True,4.43,2012-02-20,4.27,-0.16000000000000014
600282,2014-03-24,未进场就被达到止损位置出场,,False,1.76,,0,0
600231,2012-08-01,未进场就被达到止损位置出场,,False,4.08,,0,0
600165,2015-01-13,压到红线止损出场,2015-01-21,True,9.83,2015-02-02,10.223125,0.3931249999999995
600507,2012-02-06,止损出场,2012-02-09,True,4.43,2012-02-20,4.33,-0.09999999999999964
600282,2014-01-29,压到红线止损出场,2014-02-10,True,1.75,2014-02-21,1.7608333333333333,0.01083333333333325
600165,2015-01-12,未进场就被达到止损位置出场,,False,9.79,,0,0
600231,2012-02-07,压到红线止损出场,2012-02-10,True,5.73,2012-03-06,6.0581249999999995,0.3281249999999991
600507,2011-11-09,未进场就被达到止损位置出场,,False,5.41,,0,0
600282,2014-01-28,压到红线止损出场,2014-02-10,True,1.75,2014-02-21,1.7608333333333333,0.01083333333333325
600165,2014-06-04,未进场就被达到止损位置出场,,False,7.25,,0,0
600507,2011-04-06,止损出场,2011-04-11,False,7.11,2011-04-12,6.87,-0.2400000000000002
600165,2014-06-03,未进场就被达到止损位置出场,,False,7.05,,0,0
600282,2014-01-27,压到红线止损出场,2014-02-10,True,1.77,2014-02-21,1.7608333333333333,-0.009166666666666767
600507,2011-01-10,止损出场,2011-01-13,False,6.67,2011-01-17,6.3,-0.3700000000000001
600165,2014-05-19,压到红线止损出场,2014-05-22,True,6.35,2014-06-04,6.3237499999999995,-0.026250000000000107
600282,2014-01-08,"观望,未进场",,False,1.89,,0,0
600507,2008-10-27,未进场就被达到止损位置出场,,False,2.33,,0,0
600165,2014-03-04,止损出场,2014-03-26,False,6.73,2014-03-28,6.53,-0.20000000000000018
600282,2013-11-21,未进场就被达到止损位置出场,,False,1.93,,0,0
600507,2008-09-10,止损出场,2008-09-22,False,3.09,2008-09-23,2.91,-0.17999999999999972
600165,2014-03-03,未进场就被达到止损位置出场,,False,6.84,,0,0
600282,2013-11-21,未进场就被达到止损位置出场,,False,1.93,,0,0
